Order_ID,Customer_ID,Customer_Name,Age,Gender,Email,Phone,City,State,Product_Category,Order_Date,Delivery_Date,Order_Amount,Payment_Status,Source_System,Last_Updated,Data_Quality_Issue,Issue_Description
ORD00253,CUST0522,Kavya Reddy,23,Male,kavya.reddy253@example.com,9483240477,Kolkata,West Bengal,Printer,2025-11-06,2025-11-13,24999,Pending,Mobile App,2025-09-20 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00254,CUST0748,Vivaan Sharma,54,Female,vivaan.sharma254@example.com,9799740804,Chennai,Tamil Nadu,Mobile,25/10/25,2025-11-02,59999,Paid,CRM,2025-11-03 00:00,Interpretability,Date format is ambiguous
ORD00255,CUST0752,Riya Patel,57,Male,riya.patel255@example.com,9339216537,,Tamil Nadu,Router,2025-01-06,2025-01-14,9999,Refunded,Mobile App,2025-01-18 00:00,Completeness,Missing value in City
ORD00256,CUST0518,Riya Reddy,54,Male,riya.reddy256@example.com,9072622769,Pune,Maharashtra,SWT,2025-01-14,2025-01-19,9999,Paid,Website,2025-01-20 00:00,Interpretability,Product category is stored as unexplained code
ORD00257,CUST0610,Rahul Patel,62,Male,,9914972462,Ahmedabad,Gujarat,Headphones,2025-09-28,2025-09-29,4999,Paid,Mobile App,2025-09-30 00:00,Completeness,Missing value in Email
ORD00258,CUST0700,Arjun Sharma,28,Female,arjun.sharma258@example.com,9741809469,Kolkata,West Bengal,Printer,,2025-06-12,59999,Pending,CRM,2025-06-15 00:00,Completeness,Missing value in Order_Date
ORD00259,CUST0692,,45,Female,ananya.chopra259@example.com,9775136156,Chennai,Tamil Nadu,Monitor,2025-05-17,2025-05-19,2499,Refunded,CRM,2025-05-22 00:00,Completeness,Missing value in Customer_Name
ORD00260,CUST0635,Neha Verma,61,Female,neha.verma260@example.com,9096896718,Chennai,Tamil Nadu,Tablet,2025-05-26,2025-05-31,1499,Paid,Website,2025-03-04 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00261,CUST0465,Riya Das,29,Male,riya.das261@example.com,9924973107,Bengaluru,Karnataka,Monitor,2025-05-31,2025-06-08,39999,Paid,Call Center,2025-04-27 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00262,CUST0148,Kiran Reddy,46,Male,kiran.reddy262@example.com,9546142007,,Gujarat,Tablet,2025-11-09,2025-11-16,999,Refunded,Call Center,2025-11-16 00:00,Completeness,Missing value in City
ORD00263,CUST0589,Sai Mehta,58,Male,sai.mehta263@example.com,9077447802,Hyderabad,Telangana,Mouse,2025-05-17,2025-05-20,59999,Failed,Call Center,2025-05-23 00:00,Clean,No intentional issue
ORD00264,CUST0548,Pooja Verma,54,Female,abc.com,9838722596,Chennai,Tamil Nadu,Monitor,2025-07-25,2025-07-26,39999,Paid,Mobile App,2025-07-28 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00265,CUST0399,Pooja Verma,58,Female,pooja.verma265@example.com,9053584900,Delhi,Delhi,Headphones,2026-12-02,2026-12-07,499,Pending,CRM,2025-01-26 00:00,Timeliness,Order date is in the future
ORD00266,CUST0670,Neha Gupta,61,Male,neha.gupta266@example.com,9096260698,Lucknow,Uttar Pradesh,Tablet,2026-10-31,2026-11-05,59999,Pending,CRM,2025-02-10 00:00,Timeliness,Order date is in the future
ORD00267,CUST0346,Aditya Chopra,24,Male,aditya.chopra267@example.com,9896395187,Ahmedabad,Gujarat,Smartwatch,2025-11-12,2025-11-11,799,Pending,CRM,2025-11-19 00:00,Believability,Delivery date is before order date
ORD00268,CUST0042,Arjun Patel,27,Female,arjun.patel268@example.com,9176318009,Bengaluru,Karnataka,Keyboard,2025-10-11,2025-10-14,9999,Pending,Mobile App,2025-08-11 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00269,CUST0185,Sai Rao,27,Female,sai.rao269@example.com,9760834519,Jaipur,Rajasthan,Printer,30/07/25,2025-08-03,999,Paid,CRM,2025-08-07 00:00,Interpretability,Date format is ambiguous
ORD00091,CUST0515,Kiran Mehta,41,Male,kiran.mehta91@example.com,9987669329,Hyderabad,Kerala,Mobile,2025-08-27,2025-09-01,999,Refunded,Call Center,2025-09-06 00:00,Uniqueness,Duplicate record intentionally added
ORD00271,CUST0594,Rahul Das,19,Female,rahul.das271@example.com,9316373078,Jaipur,Rajasthan,Mobile,2025-02-06,2025-02-10,59999,Refunded,Call Center,2025-02-14 00:00,Clean,No intentional issue
ORD00272,CUST0397,Aditya Gupta,55,Female,aditya.gupta272@example.com,9341323052,Hyderabad,Telangana,Mouse,2025-03-16,2025-03-20,24999,Refunded,CRM,2025-03-21 00:00,Clean,No intentional issue
ORD00273,CUST0567,Meera Kumar,28,Female,meera.kumar273@example.com,9808495827,DEL,Delhi,Monitor,2025-11-06,2025-11-09,39999,Pending,Website,2025-11-13 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00274,CUST0517,Riya Rao,55,Male,riya.rao274@example.com,9054784250,Lucknow,Uttar Pradesh,Laptop,2025-08-02,2025-08-03,499,Refunded,Call Center,2025-08-08 00:00,Clean,No intentional issue
ORD00275,CUST0766,Sai Singh,36,Male,sai.singh275@example.com,9594171867,Mumbai,Maharashtra,Laptop,2025-09-03,2025-09-08,999,Refunded,CRM,2025-09-12 00:00,Clean,No intentional issue
ORD00276,CUST0083,Aditya Kumar,62,Female,aditya.kumar276@example.com,9639593034,Jaipur,Rajasthan,Laptop,2026-10-15,2026-10-20,2499,Pending,CRM,2025-06-13 00:00,Timeliness,Order date is in the future
ORD00277,CUST0771,Aditya Iyer,63,Male,aditya.iyer277@example.com,9592723262,Bengaluru,Karnataka,Keyboard,2026-09-15,2026-09-20,799,Refunded,CRM,2025-05-17 00:00,Timeliness,Order date is in the future
ORD00278,CUST0710,Neha Chopra,150,Female,neha.chopra278@example.com,9890840829,Jaipur,Rajasthan,Router,2025-05-30,2025-06-07,24999,Failed,CRM,2025-06-12 00:00,Accuracy,Age value is outside realistic human range
ORD00279,CUST0455,Pooja Reddy,31,Male,pooja.reddy279@example.com,999999999999999,Pune,Maharashtra,Mouse,2025-10-05,2025-10-08,9999,Failed,Mobile App,2025-10-11 00:00,Believability,Phone number is not plausible
ORD00280,CUST0233,Neha Chopra,150,Female,neha.chopra280@example.com,9497034197,Ahmedabad,Gujarat,Monitor,2025-10-18,2025-10-21,2499,Pending,Mobile App,2025-10-23 00:00,Accuracy,Age value is outside realistic human range
ORD00281,CUST0211,Rahul Rao,25,Male,rahul.rao281@example.com,9503335139,Chennai,Tamil Nadu,Smartwatch,2025-03-06,2025-03-14,2499,Failed,Call Center,2025-03-15 00:00,Clean,No intentional issue
ORD00282,CUST0297,Sai Gupta,38,Male,sai.gupta282@example.com,9979677931,Hyderabad,Telangana,Router,2025-09-17,2025-09-23,39999,Failed,Call Center,2025-09-26 00:00,Clean,No intentional issue
ORD00283,CUST0095,Sai Mehta,53,Male,sai.mehta283@example.com,9361577108,Pune,Maharashtra,Laptop,2025-07-25,2025-08-04,1499,Refunded,CRM,2025-08-06 00:00,Clean,No intentional issue
ORD00213,CUST0283,Amit Singh,280,Male,amit.singh213@example.com,9532956617,Mumbai,Maharashtra,Tablet,2025-11-21,2025-11-28,4999,Paid,Website,2025-11-29 00:00,Uniqueness,Duplicate record intentionally added
ORD00285,CUST0311,Meera Patel,28,Female,meera.patel285@example.com,9489097049,Kolkata,West Bengal,Headphones,2025-10-28,2025-11-07,123456789,Pending,Call Center,2025-11-08 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00286,CUST0600,Riya Das,26,Male,riya.das286@example.com,9354002984,Bengaluru,Karnataka,Mouse,2026-12-20,2026-12-25,9999,Paid,Mobile App,2025-06-09 00:00,Timeliness,Order date is in the future
ORD00287,CUST0447,Rohan Sharma,25,Female,rohan.sharma287@example.com,9864615581,Ahmedabad,Gujarat,Mobile,2025-11-03,2025-11-09,123456789,Refunded,CRM,2025-11-13 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00288,CUST0543,Sai Singh,28,Male,sai.singh288@example.com,9601675133,Pune,Maharashtra,Keyboard,2025-08-03,2025-08-09,499,P,Mobile App,2025-08-11 00:00,Consistency,Payment status uses inconsistent label or case
ORD00289,CUST0422,Arjun Iyer,55,Female,arjun.iyer289@example.com,9391121868,Bengaluru,Karnataka,Laptop,2025-03-12,2025-03-21,2499,Failed,CRM,2025-02-25 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00290,CUST0727,Sai Malhotra,19,Female,no-email,9371166329,Chennai,Tamil Nadu,Monitor,2025-07-05,2025-07-08,9999,Failed,Call Center,2025-07-09 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00291,CUST0122,Aarav Das,,Female,aarav.das291@example.com,9903001652,Hyderabad,Telangana,Tablet,2025-02-25,2025-02-26,39999,Paid,Mobile App,2025-03-01 00:00,Completeness,Missing value in Age
ORD00292,CUST0593,Kiran Nair,40,Female,kiran.nair292@example.com,9757917079,Bengaluru,Karnataka,Router,2025-11-10,2025-11-14,14999,Paid,Call Center,2025-09-14 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00293,CUST0127,Arjun Reddy,40,Female,arjun.reddy293@example.com,9454327043,Kolkata,West Bengal,TBL,2025-09-21,2025-09-25,7999,Paid,Call Center,2025-09-27 00:00,Interpretability,Product category is stored as unexplained code
ORD00087,CUST0686,Kiran Malhotra,53,Female,kiran.malhotra87@example.com,9922134619,Bengaluru,Karnataka,Mobile,2025-11-12,2025-11-22,1499,Pending,Website,2025-09-12 00:00,Uniqueness,Duplicate record intentionally added
ORD00295,CUST0512,Aditya Singh,30,Female,aditya.singh295@example.com,9275276446,Delhi,Delhi,Smartwatch,2025-07-26,2025-07-28,1499,Refunded,Call Center,2025-08-02 00:00,Clean,No intentional issue
ORD00267,CUST0346,Aditya Chopra,24,Male,aditya.chopra267@example.com,9896395187,Ahmedabad,Gujarat,Smartwatch,2025-11-12,2025-11-11,799,Pending,CRM,2025-11-19 00:00,Uniqueness,Duplicate record intentionally added
ORD00297,CUST0560,Pooja Das,47,Male,pooja.das297@example.com,9079814840,Pune,Maharashtra,Printer,2025-09-09,2025-09-07,2499,Failed,Website,2025-09-22 00:00,Believability,Delivery date is before order date
ORD00146,CUST0391,Arjun Patel,43,Female,arjun.patel146@example.com,9342422076,Ahmedabad,Gujarat,Monitor,16/02/25,2025-02-25,7999,Pending,CRM,2025-02-27 00:00,Uniqueness,Duplicate record intentionally added
ORD00299,CUST0100,Priya Sharma,,Male,priya.sharma299@example.com,9494022306,Bengaluru,Karnataka,Keyboard,2025-06-28,2025-07-08,499,Failed,Mobile App,2025-07-11 00:00,Completeness,Missing value in Age
ORD00300,CUST0713,Aarav Iyer,38,Male,aarav.iyer300@example.com,12345,Ahmedabad,Gujarat,Mouse,2025-10-18,2025-10-27,7999,Failed,Call Center,2025-10-27 00:00,Believability,Phone number is not plausible
ORD00301,CUST0272,Rahul Nair,37,Female,rahul.nair301@example.com,12345,Kolkata,West Bengal,Tablet,2025-09-12,2025-09-14,14999,Pending,CRM,2025-09-16 00:00,Believability,Phone number is not plausible
ORD00302,CUST0425,Kavya Rao,40,Male,kavya.rao302@example.com,9464710785,Pune,Maharashtra,Router,03/06/25,2025-06-10,39999,Failed,Website,2025-06-11 00:00,Interpretability,Date format is ambiguous
ORD00303,CUST0247,Meera Patel,58,Female,meera.patel303@example.com,9163438024,Lucknow,Uttar Pradesh,LPT,2025-09-25,2025-09-29,4999,Refunded,Mobile App,2025-09-30 00:00,Interpretability,Product category is stored as unexplained code
ORD00304,CUST0498,Divya Rao,43,Male,divya.rao304@example,9546011286,Mumbai,Maharashtra,Headphones,2025-04-09,2025-04-10,1499,Failed,Website,2025-04-13 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00305,CUST0742,Aarav Sharma,23,Female,aarav.sharma305@example.com,9825516575,Lucknow,Uttar Pradesh,Monitor,2025-02-02,2025-02-09,4999,Paid,Call Center,2025-02-12 00:00,Clean,No intentional issue
ORD00306,CUST0110,Rohan Nair,25,Female,rohan.nair306@example.com,9194254393,Chennai,Tamil Nadu,Smartwatch,2026-05-24,2026-05-29,7999,Pending,Call Center,2025-07-24 00:00,Timeliness,Order date is in the future
ORD00307,CUST0688,Sai Singh,48,Female,sai.singh307@example.com,9253938188,,Maharashtra,Laptop,2025-11-27,2025-12-07,499,Paid,Call Center,2025-12-12 00:00,Completeness,Missing value in City
ORD00308,CUST0417,Kiran Patel,23,Male,kiran.patel308@example.com,9720747934,Pune,Maharashtra,Tablet,2025-03-24,2025-04-01,39999,Failed,CRM,2025-04-06 00:00,Clean,No intentional issue
ORD00309,CUST0657,Kiran Iyer,22,Female,kiran.iyer309@example.com,9667146301,Kolkata,West Bengal,Smartwatch,2025-10-08,2025-10-14,9999,Paid,Website,2025-10-14 00:00,Clean,No intentional issue
ORD00310,CUST0204,Kavya Das,38,Female,kavya.das310@example.com,9033385005,Ahmedabad,Gujarat,Headphones,2025-05-14,2025-05-17,39999,Failed,Website,2025-05-19 00:00,Clean,No intentional issue
ORD00311,CUST0092,Meera Rao,34,Male,abc.com,9915057984,Hyderabad,Telangana,Mouse,2025-11-13,2025-11-20,24999,Failed,Website,2025-11-21 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00312,CUST0694,Nikhil Jain,49,Female,nikhil.jain312@example.com,9117092425,,Karnataka,Mouse,2025-04-16,2025-04-26,1499,Failed,Call Center,2025-05-01 00:00,Completeness,Missing value in City
ORD00313,CUST0571,Sai Chopra,38,Female,sai.chopra313@example.com,9032999957,Delhi,Delhi,Mouse,,2025-08-15,2499,Paid,CRM,2025-08-15 00:00,Completeness,Missing value in Order_Date
ORD00314,CUST0174,Divya Kumar,37,Female,divya.kumar314@example.com,9598135110,Chennai,Tamil Nadu,Headphones,2025-10-14,2025-10-11,24999,Pending,Website,2025-10-17 00:00,Believability,Delivery date is before order date
ORD00315,CUST0570,Kavya Patel,34,Female,kavya.patel315@example.com,9867012027,,Rajasthan,Keyboard,2025-08-12,2025-08-15,4999,Refunded,Call Center,2025-08-16 00:00,Completeness,Missing value in City
ORD00316,CUST0209,Vivaan Gupta,40,Female,vivaan.gupta316@example.com,9811528559,Ahmedabad,Gujarat,Printer,2026-09-14,2026-09-19,799,Failed,Website,2025-03-02 00:00,Timeliness,Order date is in the future
ORD00317,CUST0158,Arjun Malhotra,39,Male,arjun.malhotra317@example.com,9047462630,Pune,Maharashtra,Mobile,2025-07-21,2025-07-27,24999,Pending,Call Center,2025-07-29 00:00,Consistency,Payment status uses inconsistent label or case
ORD00318,CUST0409,Sai Rao,21,Female,sai.rao318@example.com,9227302346,Chennai,Tamil Nadu,Laptop,2025-02-06,2025-02-15,1,Refunded,Website,2025-02-15 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00319,CUST0398,Nikhil Malhotra,61,Male,nikhil.malhotra319@example.com,9454786440,Chennai,Tamil Nadu,Mobile,2025-07-08,2025-07-17,1499,Refunded,Mobile App,2025-07-20 00:00,Clean,No intentional issue
ORD00320,CUST0448,Rohan Mehta,61,Male,rohan.mehta320@example.com,9083963245,Ahmedabad,Gujarat,Router,2025-11-19,2025-11-28,799,Failed,CRM,2025-12-01 00:00,Clean,No intentional issue
ORD00321,CUST0600,Neha Verma,50,Female,neha.verma321@example.com,9051611308,Kolkata,West Bengal,Mobile,2025-08-26,2025-09-05,2499,payment_done,Mobile App,2025-09-07 00:00,Consistency,Payment status uses inconsistent label or case
ORD00322,CUST0109,Meera Nair,34,Female,meera.nair322@example.com,9403064467,bengaluru,Karnataka,Tablet,2025-04-05,2025-04-07,59999,Failed,Call Center,2025-04-12 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00323,CUST0017,Ananya Jain,61,Female,ananya.jain323@example.com,9610412885,Pune,Maharashtra,Mobile,2025-03-06,2025-03-09,499,payment_done,CRM,2025-03-09 00:00,Consistency,Payment status uses inconsistent label or case
ORD00306,CUST0110,Rohan Nair,25,Female,rohan.nair306@example.com,9194254393,Chennai,Tamil Nadu,Smartwatch,2026-05-24,2026-05-29,7999,Pending,Call Center,2025-07-24 00:00,Uniqueness,Duplicate record intentionally added
ORD00325,CUST0732,Isha Patel,20,Female,isha.patel325@example.com,9005526816,Kolkata,West Bengal,Printer,2026-03-25,2026-03-30,59999,Refunded,Mobile App,2025-10-01 00:00,Timeliness,Order date is in the future
ORD00326,CUST0733,Nikhil Jain,30,Female,nikhil.jain326@example.com,9612798677,Chennai,Tamil Nadu,PRN,2025-04-29,2025-05-08,1499,Failed,Website,2025-05-12 00:00,Interpretability,Product category is stored as unexplained code
ORD00042,CUST0307,Nikhil Rao,65,Male,nikhil.rao42@example.com,9907231557,Kolkata,Kerala,Mobile,2025-11-21,2025-11-23,9999,Pending,Website,2025-11-28 00:00,Uniqueness,Duplicate record intentionally added
ORD00328,CUST0048,Kavya Verma,57,Male,kavya.verma328@example.com,9758886109,Mumbai,Maharashtra,Router,2025-04-25,2025-05-03,2499,Failed,Call Center,2025-05-05 00:00,Clean,No intentional issue
ORD00329,CUST0371,Arjun Verma,57,Male,arjun.verma329@example.com,9124570631,Jaipur,Rajasthan,Laptop,2026-01-05,2026-01-10,999,Paid,Website,2025-09-20 00:00,Timeliness,Order date is in the future
ORD00330,CUST0773,Rohan Chopra,48,Female,rohan.chopra330@example.com,9462757149,Pune,Maharashtra,Router,2025-03-29,2025-03-31,2499,Failed,Call Center,2025-04-05 00:00,Clean,No intentional issue
ORD00331,CUST0347,Neha Das,61,Female,neha.das331@example.com,9391076690,Hyderabad,Telangana,Printer,2025-03-16,2025-03-17,59999,Paid,Mobile App,2024-12-16 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00332,CUST0414,Isha Chopra,37,Female,isha.chopra332@example.com,9425766874,Chennai,Tamil Nadu,Laptop,2025-05-24,2025-06-02,24999,Pending,Website,2025-06-07 00:00,Clean,No intentional issue
ORD00333,CUST0524,Aditya Sharma,52,Female,aditya.sharma333@example.com,9557107527,Kolkata,West Bengal,Headphones,2025-09-24,2025-10-03,2499,Pending,Call Center,2025-10-03 00:00,Clean,No intentional issue
ORD00334,CUST0306,Arjun Jain,21,Female,arjun.jain334@example.com,9503275796,Pune,Maharashtra,Router,2025-07-01,2025-07-03,499,P,Website,2025-07-06 00:00,Consistency,Payment status uses inconsistent label or case
ORD00335,CUST0466,Riya Mehta,26,Female,riya.mehta335@example.com,12345,Jaipur,Rajasthan,Tablet,2025-02-23,2025-03-01,14999,Pending,Call Center,2025-03-03 00:00,Believability,Phone number is not plausible
ORD00336,CUST0729,Kiran Nair,49,Female,kiran.nair336@example.com,9495564015,Ahmedabad,Gujarat,PRN,2025-08-02,2025-08-05,999,Pending,CRM,2025-08-08 00:00,Interpretability,Product category is stored as unexplained code
ORD00337,CUST0311,Arjun Verma,41,Female,arjun.verma337@example.com,9201749321,Hyderabad,Telangana,Router,,2025-03-22,4999,Failed,Call Center,2025-03-24 00:00,Completeness,Missing value in Order_Date
ORD00320,CUST0448,Rohan Mehta,61,Male,rohan.mehta320@example.com,9083963245,Ahmedabad,Gujarat,Router,2025-11-19,2025-11-28,799,Failed,CRM,2025-12-01 00:00,Uniqueness,Duplicate record intentionally added
ORD00339,CUST0091,Kavya Kumar,32,Female,kavya.kumar339@example.com,9875775151,Chennai,Tamil Nadu,Router,2025-01-24,2025-02-01,59999,Failed,CRM,2025-02-06 00:00,Clean,No intentional issue
ORD00340,CUST0723,Neha Rao,48,Male,neha.rao340@example.com,9850535493,Mumbai,Maharashtra,Router,2025-04-03,2025-04-04,2499,Pending,Website,2025-02-21 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00341,CUST0092,Sneha Patel,23,Male,sneha.patel341@example.com,9196091720,Mumbai,Maharashtra,Router,2026-07-13,2026-07-18,999,Pending,Website,2025-04-04 00:00,Timeliness,Order date is in the future
ORD00342,CUST0276,Arjun Sharma,30,Male,arjun.sharma342@example.com,9044442829,Lucknow,Uttar Pradesh,Smartwatch,2025-05-02,2025-05-10,14999,Pending,CRM,2025-05-10 00:00,Consistency,Payment status uses inconsistent label or case
ORD00343,CUST0554,Sai Patel,54,Female,no-email,9975494048,Ahmedabad,Gujarat,Mobile,2025-11-22,2025-12-01,1499,Pending,Mobile App,2025-12-03 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00344,CUST0523,Vivaan Malhotra,48,Female,vivaan.malhotra344@example.com,9215006879,Lucknow,Kerala,Monitor,2025-07-14,2025-07-20,39999,Pending,Call Center,2025-07-24 00:00,Accuracy,City and State do not match
ORD00345,CUST0216,Priya Malhotra,61,Female,priya.malhotra345@example.com,999999999999999,Pune,Maharashtra,Printer,2025-05-20,2025-05-24,39999,Failed,Call Center,2025-05-26 00:00,Believability,Phone number is not plausible
ORD00144,CUST0077,Nikhil Sharma,280,Female,nikhil.sharma144@example.com,9580564091,Mumbai,Maharashtra,Mobile,2025-06-25,2025-06-28,7999,Pending,Call Center,2025-07-03 00:00,Uniqueness,Duplicate record intentionally added
ORD00347,CUST0721,Ananya Rao,,Female,ananya.rao347@example.com,9721838545,Delhi,Delhi,Tablet,2025-09-10,2025-09-16,499,Failed,Website,2025-09-19 00:00,Completeness,Missing value in Age
ORD00348,CUST0574,Aditya Reddy,34,Male,aditya.reddy348@example.com,9804668384,Jaipur,Rajasthan,MON,2025-04-09,2025-04-10,59999,Failed,CRM,2025-04-15 00:00,Interpretability,Product category is stored as unexplained code
ORD00349,CUST0006,Pooja Singh,51,Male,pooja.singh349@example.com,9338892699,Delhi,Delhi,Laptop,2025-05-23,2025-05-30,9999999,Refunded,Website,2025-06-01 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00350,CUST0485,Arjun Sharma,48,Female,arjun.sharma350@example.com,9230379767,Hyderabad,Telangana,Smartwatch,2025-11-17,2025-11-23,-500,Pending,Call Center,2025-11-23 00:00,Believability,Negative order amount is not believable for a normal sale
ORD00351,CUST0105,Vivaan Kumar,38,Male,vivaan.kumar351@example.com,9652307256,Bengaluru,Karnataka,Laptop,2026-08-09,2026-08-14,2499,Refunded,CRM,2025-08-16 00:00,Timeliness,Order date is in the future
ORD00352,CUST0106,Divya Nair,0,Female,divya.nair352@example.com,9075891534,Hyderabad,Telangana,Printer,2025-09-22,2025-09-28,24999,Pending,Call Center,2025-09-28 00:00,Accuracy,Age value is outside realistic human range
ORD00353,CUST0481,Vivaan Reddy,37,Female,vivaan.reddy353@example.com,9333056058,Jaipur,Rajasthan,Keyboard,2026-04-14,2026-04-19,14999,Pending,CRM,2025-06-20 00:00,Timeliness,Order date is in the future
ORD00354,CUST0580,Amit Das,22,Female,amit.das354@example.com,9964147020,Delhi,Delhi,PRN,2025-08-28,2025-09-07,59999,Failed,Website,2025-09-11 00:00,Interpretability,Product category is stored as unexplained code
ORD00355,CUST0011,Divya Rao,33,Female,divya.rao355@example.com,9001215700,Madras,Tamil Nadu,Mouse,2025-04-16,2025-04-23,999,Paid,Website,2025-04-25 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00356,CUST0104,Kiran Jain,29,Female,kiran.jain356@example.com,9063719328,Jaipur,Rajasthan,Tablet,2025-04-02,2025-04-06,499,Pending,Website,2025-04-08 00:00,Clean,No intentional issue
ORD00357,CUST0384,Divya Malhotra,45,Male,,9346975821,Mumbai,Maharashtra,Headphones,2025-03-08,2025-03-12,1499,Refunded,Website,2025-03-17 00:00,Completeness,Missing value in Email
ORD00358,CUST0398,Sai Chopra,50,Female,sai.chopra358@example.com,9765443367,Delhi,Delhi,Mobile,2025-08-29,2025-09-08,799,Pending,Call Center,2025-06-08 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00359,CUST0436,Riya Mehta,20,Male,riya.mehta359@example.com,9859351043,Delhi,Delhi,Tablet,2025-08-20,2025-08-24,7999,Pending,CRM,2025-06-26 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00360,CUST0453,Meera Gupta,45,Female,,9263085679,Chennai,Tamil Nadu,Printer,2025-06-12,2025-06-17,7999,Paid,CRM,2025-06-18 00:00,Completeness,Missing value in Email
ORD00361,CUST0723,Vivaan Iyer,30,Female,vivaan.iyer361@example.com,9618752723,Delhi,Delhi,Keyboard,2025-05-09,2025-05-14,59999,Failed,Call Center,2025-05-15 00:00,Clean,No intentional issue
ORD00358,CUST0398,Sai Chopra,50,Female,sai.chopra358@example.com,9765443367,Delhi,Delhi,Mobile,2025-08-29,2025-09-08,799,Pending,Call Center,2025-06-08 00:00,Uniqueness,Duplicate record intentionally added
ORD00363,CUST0756,Kavya Rao,46,Female,kavya.rao363@example.com,0000000000,Jaipur,Rajasthan,Laptop,2025-07-11,2025-07-14,24999,Pending,Mobile App,2025-07-16 00:00,Believability,Phone number is not plausible
ORD00364,CUST0487,Sai Reddy,,Female,sai.reddy364@example.com,9154801506,Kolkata,West Bengal,Tablet,2025-07-20,2025-07-22,14999,Refunded,Call Center,2025-07-23 00:00,Completeness,Missing value in Age
ORD00365,CUST0378,Aditya Malhotra,280,Female,aditya.malhotra365@example.com,9518411540,Delhi,Delhi,Tablet,2025-05-30,2025-06-08,799,Refunded,Website,2025-06-08 00:00,Accuracy,Age value is outside realistic human range
ORD00366,CUST0734,Kavya Chopra,63,Female,kavya.chopra366@example.com,9620103859,Bengaluru,Karnataka,Smartwatch,2025-10-22,2025-10-27,24999,Pending,Call Center,2025-10-10 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00367,CUST0633,Nikhil Mehta,47,Female,nikhil.mehta367@example.com,9749153928,Pune,Maharashtra,Mouse,2025-11-10,2025-11-13,7999,Pending,Mobile App,2025-11-14 00:00,Clean,No intentional issue
ORD00368,CUST0774,Isha Patel,60,Male,isha.patel368@example.com,9173425406,Delhi,Delhi,Printer,2025-07-30,2025-08-08,799,Failed,Call Center,2025-07-05 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00369,CUST0085,Sneha Sharma,18,Female,sneha.sharma369@example.com,9529188101,Mumbai,Kerala,Headphones,2025-06-17,2025-06-25,9999,Refunded,Mobile App,2025-06-25 00:00,Accuracy,City and State do not match
ORD00370,CUST0036,Sneha Reddy,22,Male,sneha.reddy370@example.com,9854065661,Pune,Maharashtra,Headphones,2025-08-14,2025-08-20,999,Pending,Mobile App,2025-08-07 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00371,CUST0015,Sneha Das,30,Male,sneha.das371@example.com,9316287811,Chennai,Tamil Nadu,Tablet,2025-04-13,2025-04-10,499,Refunded,Call Center,2025-04-15 00:00,Believability,Delivery date is before order date
ORD00372,CUST0366,Isha Mehta,,Male,isha.mehta372@example.com,9306022626,Jaipur,Rajasthan,Mouse,2025-08-08,2025-08-10,1499,Pending,CRM,2025-08-10 00:00,Completeness,Missing value in Age
ORD00373,CUST0333,,56,Female,kavya.patel373@example.com,9966963683,Mumbai,Maharashtra,Router,2025-10-19,2025-10-22,2499,Paid,Call Center,2025-10-26 00:00,Completeness,Missing value in Customer_Name
ORD00374,CUST0022,Divya Malhotra,55,Female,divya.malhotra374@example.com,9683776032,Kolkata,West Bengal,Router,2025-11-24,2025-11-28,14999,Paid,Website,2025-10-24 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00375,CUST0296,Divya Gupta,65,Female,divya.gupta375@example.com,9727320998,Bengaluru,Karnataka,MON,2025-06-12,2025-06-13,14999,Refunded,Website,2025-06-18 00:00,Interpretability,Product category is stored as unexplained code
ORD00123,CUST0672,Ananya Patel,23,Female,ananya.patel123@example.com,9002055403,Bengaluru,Karnataka,Laptop,2025-07-22,2025-07-27,59999,Pending,CRM,2025-07-30 00:00,Uniqueness,Duplicate record intentionally added
